protein_names,idr_name,start,end
YEL022W,YEL022W_idr_2,876,906
YEL022W,YEL022W_idr_3,963,1016
YEL022W,YEL022W_idr_7,1239,1275
YEL022W,YEL022W_idr_9,1407,1459
YEL022W,YEL022W_idr_12,33,69
YEL022W,YEL022W_idr_13,233,323
YEL022W,YEL022W_idr_17,759,790
YEL024W,YEL024W_idr_1,1,30
YEL031W,YEL031W_idr_2,904,952
YEL031W,YEL031W_idr_11,839,873
YEL032W,YEL032W_idr_9,743,899
YEL036C,YEL036C_idr_1,1,45
YEL036C,YEL036C_idr_3,418,495
YEL037C,YEL037C_idr_1,76,143
YEL037C,YEL037C_idr_2,191,255
YEL037C,YEL037C_idr_3,309,347
YEL040W,YEL040W_idr_3,346,458
YEL041W,YEL041W_idr_1,1,48
YEL041W,YEL041W_idr_6,430,495
YEL042W,YEL042W_idr_2,7,50
YEL043W,YEL043W_idr_3,143,201
YEL043W,YEL043W_idr_6,367,396
YEL043W,YEL043W_idr_7,490,956
YEL050C,YEL050C_idr_1,1,31
YEL051W,YEL051W_idr_2,205,256
YEL052W,YEL052W_idr_1,1,31
YEL052W,YEL052W_idr_5,440,476
YEL053C,YEL053C_idr_2,498,529
YEL055C,YEL055C_idr_3,694,806
YEL060C,YEL060C_idr_2,41,119
YEL061C,YEL061C_idr_1,1,33
YEL061C,YEL061C_idr_6,509,572
YEL061C,YEL061C_idr_9,848,882
YEL061C,YEL061C_idr_11,922,1000
YEL062W,YEL062W_idr_4,364,431
YEL062W,YEL062W_idr_5,497,572
YEL063C,YEL063C_idr_1,1,81
YEL064C,YEL064C_idr_1,1,66
YER002W,YER002W_idr_2,70,106
YER005W,YER005W_idr_5,570,613
YER006W,YER006W_idr_1,1,49
YER006W,YER006W_idr_7,462,520
YER008C,YER008C_idr_1,1,79
YER008C,YER008C_idr_8,233,640
YER008C,YER008C_idr_14,883,921
YER011W,YER011W_idr_3,87,254
YER013W,YER013W_idr_4,321,358
YER013W,YER013W_idr_7,389,473
YER013W,YER013W_idr_9,1107,1145
YER013W,YER013W_idr_17,240,296
YER016W,YER016W_idr_2,125,194
YER016W,YER016W_idr_4,281,344
YER017C,YER017C_idr_1,1,109
YER019C-A,YER019C-A_idr_1,1,41
YER019W,YER019W_idr_1,1,33
YER020W,YER020W_idr_1,1,112
YER021W,YER021W_idr_3,489,523
YER022W,YER022W_idr_8,33,90
YER022W,YER022W_idr_10,133,194
YER024W,YER024W_idr_2,804,845
YER024W,YER024W_idr_3,850,923
YER024W,YER024W_idr_8,448,484
YER024W,YER024W_idr_11,743,788
YER025W,YER025W_idr_1,1,69
YER026C,YER026C_idr_1,1,64
YER027C,YER027C_idr_1,1,155
YER027C,YER027C_idr_2,251,311
YER028C,YER028C_idr_8,178,294
YER028C,YER028C_idr_10,325,374
YER029C,YER029C_idr_3,109,196
YER030W,YER030W_idr_1,1,38
YER030W,YER030W_idr_3,123,153
YER031C,YER031C_idr_2,183,223
YER032W,YER032W_idr_2,327,743
YER032W,YER032W_idr_3,767,805
YER032W,YER032W_idr_4,824,876
YER032W,YER032W_idr_5,35,75
YER032W,YER032W_idr_8,140,170
YER032W,YER032W_idr_9,183,217
YER032W,YER032W_idr_12,258,307
YER033C,YER033C_idr_1,1,957
YER033C,YER033C_idr_2,977,1076
YER038C,YER038C_idr_2,43,85
YER040W,YER040W_idr_1,1,52
YER040W,YER040W_idr_2,75,301
YER040W,YER040W_idr_3,345,719
YER041W,YER041W_idr_6,486,524
YER041W,YER041W_idr_7,548,759
YER045C,YER045C_idr_9,133,192
YER045C,YER045C_idr_10,200,232
YER045C,YER045C_idr_12,273,390
YER047C,YER047C_idr_4,114,577
YER048C,YER048C_idr_2,108,153
YER049W,YER049W_idr_14,293,326
YER054C,YER054C_idr_5,96,176
YER054C,YER054C_idr_7,183,220
YER054C,YER054C_idr_8,241,352
YER056C,YER056C_idr_1,1,52
YER059W,YER059W_idr_1,1,157
YER059W,YER059W_idr_3,270,311
YER060W-A,YER060W-A_idr_1,1,49
YER063W,YER063W_idr_2,40,128
YER063W,YER063W_idr_4,177,218
YER064C,YER064C_idr_2,104,212
YER064C,YER064C_idr_3,421,473
YER068W,YER068W_idr_7,270,429
YER068W,YER068W_idr_9,505,571
YER069W,YER069W_idr_1,1,65
YER069W,YER069W_idr_2,501,536
YER070W,YER070W_idr_1,751,867
YER075C,YER075C_idr_1,1,91
YER075C,YER075C_idr_11,887,928
YER075C,YER075C_idr_12,236,324
YER075C,YER075C_idr_14,351,385
YER075C,YER075C_idr_17,441,495
YER078C,YER078C_idr_1,1,35
YER080W,YER080W_idr_1,1,47
YER081W,YER081W_idr_1,1,52
YER082C,YER082C_idr_3,465,500
YER083C,YER083C_idr_2,38,75
YER086W,YER086W_idr_1,1,51
YER087C-B,YER087C-B_idr_1,1,34
YER088C,YER088C_idr_1,1,74
YER088C,YER088C_idr_2,148,262
YER088C,YER088C_idr_3,282,436
YER088C,YER088C_idr_4,484,665
YER089C,YER089C_idr_2,307,464
YER093C,YER093C_idr_1,1,65
YER093C,YER093C_idr_3,1247,1336
YER093C,YER093C_idr_7,182,300
YER093C,YER093C_idr_9,701,732
YER095W,YER095W_idr_1,1,76
YER096W,YER096W_idr_2,151,193
YER096W,YER096W_idr_8,101,138
YER098W,YER098W_idr_1,1,120
YER098W,YER098W_idr_2,170,361
YER098W,YER098W_idr_5,699,754
YER100W,YER100W_idr_2,168,238
YER101C,YER101C_idr_1,1,35
YER103W,YER103W_idr_2,611,642
YER104W,YER104W_idr_3,79,116
YER105C,YER105C_idr_1,1,88
YER105C,YER105C_idr_15,457,494
YER111C,YER111C_idr_1,1,32
YER111C,YER111C_idr_2,785,873
YER111C,YER111C_idr_9,906,953
YER111C,YER111C_idr_10,977,1029
YER111C,YER111C_idr_12,146,383
YER111C,YER111C_idr_18,694,762
YER112W,YER112W_idr_1,95,187
YER113C,YER113C_idr_1,1,39
YER114C,YER114C_idr_1,1,40
YER114C,YER114C_idr_2,110,257
YER114C,YER114C_idr_3,329,761
YER114C,YER114C_idr_5,892,1040
YER116C,YER116C_idr_1,1,69
YER116C,YER116C_idr_3,88,117
YER118C,YER118C_idr_2,155,298
YER119C,YER119C_idr_2,313,349
YER120W,YER120W_idr_2,133,226
YER122C,YER122C_idr_2,143,455
YER123W,YER123W_idr_5,340,514
YER124C,YER124C_idr_2,21,54
YER124C,YER124C_idr_4,502,549
YER125W,YER125W_idr_2,104,242
YER125W,YER125W_idr_3,264,329
YER127W,YER127W_idr_3,305,357
YER128W,YER128W_idr_2,100,133
YER129W,YER129W_idr_1,1,122
YER129W,YER129W_idr_6,507,1142
YER132C,YER132C_idr_3,1184,1222
YER132C,YER132C_idr_4,1241,1535
YER132C,YER132C_idr_5,1593,1753
YER132C,YER132C_idr_9,310,341
YER132C,YER132C_idr_12,486,581
YER132C,YER132C_idr_13,624,1114
YER140W,YER140W_idr_1,1,39
YER140W,YER140W_idr_3,468,539
YER141W,YER141W_idr_1,1,45
YER143W,YER143W_idr_6,329,388
YER144C,YER144C_idr_2,283,440
YER145C,YER145C_idr_5,356,404
YER149C,YER149C_idr_3,138,171
YER149C,YER149C_idr_7,323,358
YER150W,YER150W_idr_1,1,58
YER151C,YER151C_idr_1,1,207
YER151C,YER151C_idr_3,217,448
YER154W,YER154W_idr_1,1,34
YER154W,YER154W_idr_4,334,402
YER155C,YER155C_idr_1,1,215
YER155C,YER155C_idr_7,902,957
YER155C,YER155C_idr_9,1003,1076
YER155C,YER155C_idr_12,241,311
YER155C,YER155C_idr_21,1664,1925
YER155C,YER155C_idr_23,347,391
YER157W,YER157W_idr_1,1,59
YER157W,YER157W_idr_5,470,523
YER158C,YER158C_idr_1,1,35
YER158C,YER158C_idr_2,424,485
YER158C,YER158C_idr_10,208,271
YER159C,YER159C_idr_1,1,45
YER161C,YER161C_idr_1,1,42
YER161C,YER161C_idr_2,57,258
YER162C,YER162C_idr_3,16,107
YER162C,YER162C_idr_8,669,754
YER164W,YER164W_idr_5,893,1011
YER164W,YER164W_idr_7,1068,1119
YER164W,YER164W_idr_8,1211,1247
YER164W,YER164W_idr_9,1266,1374
YER164W,YER164W_idr_12,18,175
YER165W,YER165W_idr_1,1,36
YER165W,YER165W_idr_4,400,440
YER165W,YER165W_idr_5,444,501
YER166W,YER166W_idr_1,1,163
YER166W,YER166W_idr_3,1020,1063
YER166W,YER166W_idr_4,1421,1571
YER166W,YER166W_idr_11,697,730
YER167W,YER167W_idr_3,35,93
YER167W,YER167W_idr_5,106,676
YER167W,YER167W_idr_6,682,851
YER169W,YER169W_idr_3,766,796
YER169W,YER169W_idr_5,384,623
YER171W,YER171W_idr_2,729,778
YER172C,YER172C_idr_2,365,450
YER172C,YER172C_idr_18,71,100
YER172C,YER172C_idr_20,201,280
YER173W,YER173W_idr_1,1,59
YER173W,YER173W_idr_7,582,659
YER176W,YER176W_idr_2,202,447
YER176W,YER176W_idr_8,996,1028
YER176W,YER176W_idr_15,157,192
YER178W,YER178W_idr_1,1,46
YER180C,YER180C_idr_2,232,267
YER182W,YER182W_idr_1,1,33
YFL001W,YFL001W_idr_2,51,82
YFL002C,YFL002C_idr_4,502,606
YFL003C,YFL003C_idr_2,10,43
YFL003C,YFL003C_idr_4,819,852
YFL004W,YFL004W_idr_5,236,269
YFL004W,YFL004W_idr_7,558,638
YFL007W,YFL007W_idr_1,1,75
YFL007W,YFL007W_idr_3,1035,1142
YFL007W,YFL007W_idr_10,1821,1874
YFL007W,YFL007W_idr_20,179,216
YFL007W,YFL007W_idr_24,709,746
YFL008W,YFL008W_idr_4,957,994
YFL009W,YFL009W_idr_1,1,222
YFL010C,YFL010C_idr_2,40,150
YFL013C,YFL013C_idr_1,1,119
YFL013C,YFL013C_idr_4,471,597
YFL014W,YFL014W_idr_7,46,77
YFL016C,YFL016C_idr_1,1,53
YFL016C,YFL016C_idr_3,134,194
YFL016C,YFL016C_idr_4,452,511
YFL021W,YFL021W_idr_2,91,135
YFL021W,YFL021W_idr_3,141,303
YFL021W,YFL021W_idr_4,352,499
YFL023W,YFL023W_idr_2,295,643
YFL023W,YFL023W_idr_11,154,221
YFL023W,YFL023W_idr_15,243,281
YFL024C,YFL024C_idr_1,1,56
YFL024C,YFL024C_idr_6,393,507
YFL024C,YFL024C_idr_9,771,832
YFL025C,YFL025C_idr_1,1,40
YFL026W,YFL026W_idr_2,303,343
YFL026W,YFL026W_idr_4,382,431
YFL027C,YFL027C_idr_1,1,36
YFL033C,YFL033C_idr_1,1,40
YFL033C,YFL033C_idr_4,452,786
YFL033C,YFL033C_idr_5,950,979
YFL033C,YFL033C_idr_8,1026,1111
YFL033C,YFL033C_idr_15,1287,1630
YFL033C,YFL033C_idr_22,290,404
YFL034C-B,YFL034C-B_idr_1,1,89
YFL034W,YFL034W_idr_1,1,141
YFL034W,YFL034W_idr_3,982,1073
YFL034W,YFL034W_idr_6,225,276
YFL034W,YFL034W_idr_9,379,451
YFL034W,YFL034W_idr_11,882,976
YFL036W,YFL036W_idr_1,1,71
YFL036W,YFL036W_idr_8,274,334
YFL036W,YFL036W_idr_10,348,404
YFL038C,YFL038C_idr_2,177,206
YFL040W,YFL040W_idr_3,499,540
YFL042C,YFL042C_idr_1,1,185
YFL042C,YFL042C_idr_2,312,387
YFL042C,YFL042C_idr_3,582,633
YFL047W,YFL047W_idr_4,161,192
YFL047W,YFL047W_idr_5,301,351
YFL048C,YFL048C_idr_1,1,37
YFL049W,YFL049W_idr_5,347,414
YFR001W,YFR001W_idr_1,1,62
YFR001W,YFR001W_idr_3,167,204
YFR002W,YFR002W_idr_5,166,203
YFR003C,YFR003C_idr_6,86,130
YFR006W,YFR006W_idr_1,1,62
YFR013W,YFR013W_idr_1,1,133
YFR013W,YFR013W_idr_7,652,694
YFR013W,YFR013W_idr_8,732,787
YFR014C,YFR014C_idr_2,342,385
YFR014C,YFR014C_idr_3,417,446
YFR015C,YFR015C_idr_2,626,660
YFR016C,YFR016C_idr_3,228,1139
YFR016C,YFR016C_idr_11,184,216
YFR018C,YFR018C_idr_1,1,30
YFR019W,YFR019W_idr_1,1,234
YFR019W,YFR019W_idr_3,1480,1871
YFR019W,YFR019W_idr_4,1877,1994
YFR019W,YFR019W_idr_11,301,796
YFR019W,YFR019W_idr_14,1062,1175
YFR022W,YFR022W_idr_3,116,149
YFR022W,YFR022W_idr_5,397,456
YFR022W,YFR022W_idr_6,475,733
YFR023W,YFR023W_idr_1,1,36
YFR023W,YFR023W_idr_3,38,86
YFR023W,YFR023W_idr_4,260,297
YFR023W,YFR023W_idr_6,474,540
YFR024C-A,YFR024C-A_idr_2,221,397
YFR028C,YFR028C_idr_2,342,551
YFR029W,YFR029W_idr_2,112,160
YFR029W,YFR029W_idr_3,179,214
YFR032C,YFR032C_idr_4,231,289
YFR033C,YFR033C_idr_2,19,59
YFR034C,YFR034C_idr_3,95,259
YFR037C,YFR037C_idr_1,1,72
YFR037C,YFR037C_idr_2,206,250
YFR037C,YFR037C_idr_3,370,402
YFR037C,YFR037C_idr_7,504,547
YFR038W,YFR038W_idr_1,1,123
YFR038W,YFR038W_idr_2,760,853
YFR038W,YFR038W_idr_7,150,205
YFR039C,YFR039C_idr_2,174,211
YFR040W,YFR040W_idr_2,953,1002
YFR040W,YFR040W_idr_4,30,136
YFR040W,YFR040W_idr_5,189,276
YFR040W,YFR040W_idr_7,596,666
YFR040W,YFR040W_idr_10,857,941
YFR041C,YFR041C_idr_3,252,295
YFR046C,YFR046C_idr_2,94,128
YFR046C,YFR046C_idr_6,219,258
YFR048W,YFR048W_idr_3,27,139
YFR048W,YFR048W_idr_6,240,413
YFR051C,YFR051C_idr_2,151,285
YGL003C,YGL003C_idr_1,1,53
YGL003C,YGL003C_idr_3,113,166
YGL006W,YGL006W_idr_2,239,278
YGL006W,YGL006W_idr_9,1144,1173
YGL008C,YGL008C_idr_1,1,53
YGL009C,YGL009C_idr_2,487,543
YGL013C,YGL013C_idr_1,1,43
YGL013C,YGL013C_idr_10,888,957
YGL013C,YGL013C_idr_11,959,996
YGL013C,YGL013C_idr_13,999,1034
YGL013C,YGL013C_idr_16,80,162
YGL013C,YGL013C_idr_19,177,228
YGL014W,YGL014W_idr_1,1,495
YGL017W,YGL017W_idr_3,341,370
YGL019W,YGL019W_idr_2,78,110
YGL021W,YGL021W_idr_6,47,457
YGL022W,YGL022W_idr_1,1,30
YGL022W,YGL022W_idr_5,689,718
YGL023C,YGL023C_idr_1,1,330
YGL023C,YGL023C_idr_4,339,442
YGL023C,YGL023C_idr_6,531,623
YGL025C,YGL025C_idr_2,98,373
YGL026C,YGL026C_idr_3,266,295
YGL027C,YGL027C_idr_1,1,33
YGL028C,YGL028C_idr_1,1,273
YGL031C,YGL031C_idr_2,123,155
YGL035C,YGL035C_idr_7,111,421
YGL035C,YGL035C_idr_8,423,489
YGL036W,YGL036W_idr_4,696,879
YGL038C,YGL038C_idr_1,1,50
YGL038C,YGL038C_idr_4,293,330
YGL041W-A,YGL041W-A_idr_1,1,32
YGL043W,YGL043W_idr_2,86,141
YGL044C,YGL044C_idr_2,99,164
YGL045W,YGL045W_idr_4,213,254
YGL045W,YGL045W_idr_5,396,429
YGL045W,YGL045W_idr_7,509,542
YGL049C,YGL049C_idr_1,1,564
YGL049C,YGL049C_idr_5,808,914
YGL050W,YGL050W_idr_5,237,273
YGL055W,YGL055W_idr_2,8,42
YGL055W,YGL055W_idr_3,57,94
YGL056C,YGL056C_idr_1,1,83
YGL056C,YGL056C_idr_2,391,483
YGL060W,YGL060W_idr_2,100,135
YGL064C,YGL064C_idr_1,1,68
YGL064C,YGL064C_idr_2,441,479
YGL066W,YGL066W_idr_1,1,52
YGL066W,YGL066W_idr_3,96,223
YGL066W,YGL066W_idr_5,280,358
YGL066W,YGL066W_idr_6,436,630
YGL068W,YGL068W_idr_1,1,46
YGL071W,YGL071W_idr_2,615,655
YGL071W,YGL071W_idr_5,149,207
YGL071W,YGL071W_idr_6,315,389
YGL073W,YGL073W_idr_1,1,40
YGL073W,YGL073W_idr_3,697,737
YGL073W,YGL073W_idr_10,42,170
YGL073W,YGL073W_idr_12,275,346
YGL073W,YGL073W_idr_14,408,532
YGL077C,YGL077C_idr_1,1,46
YGL077C,YGL077C_idr_2,527,563
YGL078C,YGL078C_idr_1,1,60
YGL079W,YGL079W_idr_1,1,98
YGL082W,YGL082W_idr_4,270,307
YGL082W,YGL082W_idr_5,322,381
YGL083W,YGL083W_idr_4,618,804
YGL084C,YGL084C_idr_1,1,34
YGL086W,YGL086W_idr_5,330,369
YGL090W,YGL090W_idr_2,260,298
YGL090W,YGL090W_idr_5,372,421
YGL092W,YGL092W_idr_1,1,460
YGL092W,YGL092W_idr_3,615,800
YGL093W,YGL093W_idr_1,1,450
YGL094C,YGL094C_idr_12,412,470
YGL096W,YGL096W_idr_2,30,80
YGL096W,YGL096W_idr_3,110,197
YGL099W,YGL099W_idr_1,1,49
YGL099W,YGL099W_idr_5,513,600
YGL099W,YGL099W_idr_6,603,640
YGL103W,YGL103W_idr_1,1,40
YGL107C,YGL107C_idr_1,1,73
YGL107C,YGL107C_idr_2,540,579
YGL108C,YGL108C_idr_1,1,71
YGL110C,YGL110C_idr_5,433,480
YGL110C,YGL110C_idr_7,544,624
YGL111W,YGL111W_idr_3,417,463
YGL112C,YGL112C_idr_3,156,202
YGL113W,YGL113W_idr_3,119,153
YGL113W,YGL113W_idr_4,293,334
YGL113W,YGL113W_idr_6,420,590
YGL113W,YGL113W_idr_8,602,668
YGL114W,YGL114W_idr_2,185,239
YGL114W,YGL114W_idr_3,390,434
YGL116W,YGL116W_idr_1,1,144
YGL119W,YGL119W_idr_1,1,65
YGL120C,YGL120C_idr_1,1,63
YGL122C,YGL122C_idr_2,79,265
YGL122C,YGL122C_idr_3,299,335
YGL122C,YGL122C_idr_5,481,525
YGL124C,YGL124C_idr_1,1,173
YGL129C,YGL129C_idr_1,1,56
YGL130W,YGL130W_idr_2,411,459
YGL131C,YGL131C_idr_1,1,85
YGL131C,YGL131C_idr_3,730,779
YGL131C,YGL131C_idr_4,781,968
YGL131C,YGL131C_idr_5,974,1033
YGL131C,YGL131C_idr_21,371,410
YGL131C,YGL131C_idr_26,609,653
YGL133W,YGL133W_idr_2,936,998
YGL133W,YGL133W_idr_3,1072,1127
YGL133W,YGL133W_idr_5,1231,1264
YGL133W,YGL133W_idr_6,139,181
YGL133W,YGL133W_idr_8,272,392
YGL133W,YGL133W_idr_10,479,511
YGL133W,YGL133W_idr_11,570,656
YGL133W,YGL133W_idr_12,798,854
YGL134W,YGL134W_idr_5,147,253
YGL137W,YGL137W_idr_3,827,889
YGL139W,YGL139W_idr_2,605,792
YGL140C,YGL140C_idr_3,547,606
YGL140C,YGL140C_idr_5,958,1012
YGL140C,YGL140C_idr_6,1080,1148
YGL140C,YGL140C_idr_9,1179,1219
YGL141W,YGL141W_idr_3,443,493
YGL143C,YGL143C_idr_1,1,41
YGL144C,YGL144C_idr_7,584,617
YGL144C,YGL144C_idr_8,656,685
YGL150C,YGL150C_idr_1,1,41
YGL150C,YGL150C_idr_3,600,694
YGL150C,YGL150C_idr_9,1157,1208
YGL150C,YGL150C_idr_13,1452,1489
YGL150C,YGL150C_idr_17,126,469
YGL151W,YGL151W_idr_5,1000,1080
YGL151W,YGL151W_idr_6,39,76
YGL151W,YGL151W_idr_8,244,283
YGL153W,YGL153W_idr_3,240,341
YGL158W,YGL158W_idr_3,38,110
YGL158W,YGL158W_idr_8,454,500
YGL160W,YGL160W_idr_3,450,511
YGL161C,YGL161C_idr_3,32,87
YGL162W,YGL162W_idr_4,74,155
YGL163C,YGL163C_idr_1,1,97
YGL163C,YGL163C_idr_3,832,888
YGL163C,YGL163C_idr_8,169,249
YGL164C,YGL164C_idr_7,341,375
YGL166W,YGL166W_idr_3,94,225
YGL167C,YGL167C_idr_1,1,34
YGL170C,YGL170C_idr_2,31,61
YGL171W,YGL171W_idr_1,1,78
YGL171W,YGL171W_idr_4,511,564
YGL172W,YGL172W_idr_1,1,274
YGL173C,YGL173C_idr_10,1238,1528
YGL173C,YGL173C_idr_13,364,502
YGL174W,YGL174W_idr_1,1,98
YGL175C,YGL175C_idr_2,53,83
YGL178W,YGL178W_idr_1,1,204
YGL178W,YGL178W_idr_6,597,758
YGL178W,YGL178W_idr_9,809,859
YGL179C,YGL179C_idr_1,1,39
YGL179C,YGL179C_idr_6,410,560
YGL180W,YGL180W_idr_4,333,589
YGL180W,YGL180W_idr_5,624,689
YGL180W,YGL180W_idr_7,836,868
YGL181W,YGL181W_idr_2,141,396
YGL186C,YGL186C_idr_1,1,49
YGL187C,YGL187C_idr_1,1,34
YGL191W,YGL191W_idr_1,1,45
YGL192W,YGL192W_idr_2,112,158
YGL192W,YGL192W_idr_5,532,593
YGL194C,YGL194C_idr_2,410,452
YGL195W,YGL195W_idr_21,753,803
YGL195W,YGL195W_idr_41,2601,2672
YGL197W,YGL197W_idr_4,465,510
YGL197W,YGL197W_idr_6,582,1010
YGL197W,YGL197W_idr_9,1138,1423
YGL198W,YGL198W_idr_1,1,43
YGL201C,YGL201C_idr_1,1,95
YGL201C,YGL201C_idr_11,846,899
YGL203C,YGL203C_idr_2,502,613
YGL203C,YGL203C_idr_5,668,729
YGL206C,YGL206C_idr_3,1618,1653
YGL207W,YGL207W_idr_7,953,1035
YGL207W,YGL207W_idr_8,449,502
YGL208W,YGL208W_idr_1,1,158
YGL208W,YGL208W_idr_2,253,301
YGL209W,YGL209W_idr_5,257,294
YGL209W,YGL209W_idr_6,319,362
YGL210W,YGL210W_idr_2,183,220
YGL215W,YGL215W_idr_1,1,119
YGL215W,YGL215W_idr_2,289,428
YGL216W,YGL216W_idr_2,687,805
YGL216W,YGL216W_idr_3,30,77
YGL219C,YGL219C_idr_6,282,320
YGL219C,YGL219C_idr_8,337,408
YGL222C,YGL222C_idr_5,66,101
YGL227W,YGL227W_idr_3,740,770
YGL227W,YGL227W_idr_9,159,206
YGL227W,YGL227W_idr_11,251,314
YGL227W,YGL227W_idr_14,424,465
YGL227W,YGL227W_idr_15,621,696
YGL228W,YGL228W_idr_2,202,268
YGL228W,YGL228W_idr_4,528,577
YGL229C,YGL229C_idr_3,746,818
YGL229C,YGL229C_idr_6,28,64
YGL229C,YGL229C_idr_8,118,148
YGL229C,YGL229C_idr_11,482,566
YGL233W,YGL233W_idr_1,1,57
YGL233W,YGL233W_idr_6,780,812
YGL233W,YGL233W_idr_7,867,910
YGL237C,YGL237C_idr_1,1,36
YGL237C,YGL237C_idr_5,79,148
YGL237C,YGL237C_idr_6,222,265
YGL241W,YGL241W_idr_1,896,933
YGL244W,YGL244W_idr_1,1,110
YGL244W,YGL244W_idr_2,129,237
YGL244W,YGL244W_idr_7,502,541
YGL247W,YGL247W_idr_1,1,35
YGL249W,YGL249W_idr_5,379,409
YGL250W,YGL250W_idr_1,1,41
YGL251C,YGL251C_idr_1,1,51
YGL251C,YGL251C_idr_2,1060,1187
YGL251C,YGL251C_idr_10,949,1029
YGR002C,YGR002C_idr_7,309,380
YGR004W,YGR004W_idr_3,33,62
YGR004W,YGR004W_idr_6,404,462
YGR005C,YGR005C_idr_1,1,54
YGR005C,YGR005C_idr_2,146,192
YGR005C,YGR005C_idr_6,359,400
YGR009C,YGR009C_idr_1,1,435
YGR009C,YGR009C_idr_2,512,591
YGR010W,YGR010W_idr_2,53,112
YGR012W,YGR012W_idr_1,1,39
YGR013W,YGR013W_idr_7,324,360
YGR013W,YGR013W_idr_8,443,495
YGR013W,YGR013W_idr_11,508,544
YGR013W,YGR013W_idr_15,54,95
YGR014W,YGR014W_idr_1,1,1003
YGR014W,YGR014W_idr_2,1120,1182
YGR014W,YGR014W_idr_3,1215,1306
YGR023W,YGR023W_idr_1,1,358
YGR023W,YGR023W_idr_2,431,486
YGR027C,YGR027C_idr_1,1,30
YGR029W,YGR029W_idr_2,47,76
YGR031W,YGR031W_idr_1,1,48
YGR032W,YGR032W_idr_1,1,168
YGR032W,YGR032W_idr_9,1863,1895
YGR033C,YGR033C_idr_1,1,59
YGR038W,YGR038W_idr_1,1,51
YGR041W,YGR041W_idr_1,1,37
YGR041W,YGR041W_idr_7,172,230
YGR041W,YGR041W_idr_9,317,359
YGR042W,YGR042W_idr_2,95,266
YGR044C,YGR044C_idr_2,46,155
YGR046W,YGR046W_idr_1,1,65
YGR047C,YGR047C_idr_4,578,611
YGR048W,YGR048W_idr_2,206,245
YGR048W,YGR048W_idr_4,307,361
YGR053C,YGR053C_idr_2,151,188
YGR053C,YGR053C_idr_3,192,223
YGR054W,YGR054W_idr_3,453,599
YGR055W,YGR055W_idr_1,1,53
YGR056W,YGR056W_idr_2,816,903
YGR056W,YGR056W_idr_10,527,720
YGR058W,YGR058W_idr_4,18,146
YGR059W,YGR059W_idr_3,25,91
YGR062C,YGR062C_idr_1,1,34
YGR065C,YGR065C_idr_2,20,77
YGR067C,YGR067C_idr_8,107,173
YGR068C,YGR068C_idr_3,125,168
YGR068C,YGR068C_idr_6,486,541
YGR070W,YGR070W_idr_7,12,61
YGR070W,YGR070W_idr_8,77,259
YGR070W,YGR070W_idr_13,334,454
YGR071C,YGR071C_idr_2,14,44
YGR072W,YGR072W_idr_1,1,81
YGR072W,YGR072W_idr_5,241,329
YGR072W,YGR072W_idr_6,333,387
YGR074W,YGR074W_idr_2,115,146
YGR079W,YGR079W_idr_4,122,151
YGR081C,YGR081C_idr_1,1,37
YGR081C,YGR081C_idr_3,121,161
YGR083C,YGR083C_idr_1,1,244
YGR083C,YGR083C_idr_3,563,598
YGR086C,YGR086C_idr_1,1,41
YGR086C,YGR086C_idr_2,271,339
YGR088W,YGR088W_idr_4,423,461
YGR089W,YGR089W_idr_8,889,936
YGR089W,YGR089W_idr_11,268,353
YGR089W,YGR089W_idr_14,510,546
YGR090W,YGR090W_idr_1,1,83
YGR091W,YGR091W_idr_1,1,47
YGR091W,YGR091W_idr_2,353,470
YGR092W,YGR092W_idr_1,1,100
YGR092W,YGR092W_idr_4,327,368
YGR093W,YGR093W_idr_2,231,264
YGR094W,YGR094W_idr_1,1,123
YGR097W,YGR097W_idr_1,1,70
YGR097W,YGR097W_idr_3,169,238
YGR097W,YGR097W_idr_6,521,557
YGR097W,YGR097W_idr_7,577,1146
YGR098C,YGR098C_idr_1,1,46
YGR098C,YGR098C_idr_4,994,1045
YGR098C,YGR098C_idr_8,1117,1152
YGR099W,YGR099W_idr_2,362,428
YGR099W,YGR099W_idr_3,557,608
YGR100W,YGR100W_idr_5,156,205
YGR100W,YGR100W_idr_7,683,733
YGR100W,YGR100W_idr_8,754,785
YGR100W,YGR100W_idr_9,858,950
YGR101W,YGR101W_idr_1,1,31
YGR103W,YGR103W_idr_5,260,352
YGR103W,YGR103W_idr_6,471,555
YGR104C,YGR104C_idr_2,127,159
YGR108W,YGR108W_idr_1,1,188
YGR109C,YGR109C_idr_1,1,96
YGR110W,YGR110W_idr_1,1,58
YGR112W,YGR112W_idr_1,1,73
YGR113W,YGR113W_idr_1,1,54
YGR113W,YGR113W_idr_2,160,217
YGR113W,YGR113W_idr_9,297,343
YGR116W,YGR116W_idr_1,1,51
YGR116W,YGR116W_idr_5,1208,1250
YGR116W,YGR116W_idr_7,62,110
YGR116W,YGR116W_idr_9,117,238
YGR116W,YGR116W_idr_10,256,298
YGR119C,YGR119C_idr_1,1,287
YGR121C,YGR121C_idr_2,437,492
YGR125W,YGR125W_idr_1,1,179
YGR125W,YGR125W_idr_3,793,841
YGR126W,YGR126W_idr_2,40,90
YGR126W,YGR126W_idr_3,162,195
YGR128C,YGR128C_idr_9,418,448
YGR130C,YGR130C_idr_1,1,424
YGR130C,YGR130C_idr_5,756,801
